-1.72661334626707	helen graf and heather xi solyariya in five years the outstanding defeats .	海伦·格拉芙和希瑟·斯坦宁在五年中未尝败绩。
-0.119438161827983	many villagers have heard that the volunteers in the village are waiting in the small square in the village early morning .	很多村民听说义诊的专家要来，早早就已经在村里的小广场等待。
-0.11887471661785301	he also said that a total of 24 teams participated in &quot; a lone competition , &quot; which included not only associations , but also cooperation with some schools to allow students to participate .	他也表示，这次共有24个队伍参加“抢孤竞赛”，其中不仅有社团组织，还与一些学校合作，让学生参加。
-0.118012476260907	the 14-year-old chinese swimmer , aide , is the second rod , with 1 , 57 seconds , behind canada &apos;s taylor ruck , 61 seconds , and then the canadian team has narrowed the gap with china .	现年14岁的中国游泳选手艾衍含游的是第二棒，用时1分57秒79——落后加拿大的泰勒·拉克 (Taylor Ruck) 1.61秒，继而使得加拿大队缩小了与中国的差距。
-0.11496109345201301	the salon &apos;s time is at 2 : 00 p. m . : salle moderne , art deco southwest school of law ( former bullocks wilshire wilshire ) 3050 wilshire blankd .	此次沙龙的时间为：8月21日下午2点至4点，地点：Salle Moderne，Art Deco Southwestern School of Law（前Bullocks Wilshire)，3050 Wilshire Blvd。
-0.10897520721558901	his family told the television that the child was expected to recover .	他的家人告诉电视台说，孩子有望康复。
-0.10776782253282001	an indian uncle , who was on a plane crash at dubai international airport last week , made a $ 1 million prize in the same airport this week .	印度一名大叔上周刚在迪拜国际机场经历飞机机腹着陆惊魂，本周就在同一座机场中了100万美元大奖。
-0.0948538429255215	the incident was the first time the police killed the suspect before he came to power last year , when the prime minister of canada , justin trudeau , came to power last year .	此次事件是加拿大总理贾斯廷·特鲁多（Justin Trudeau）去年上台后，警方首次在事发前击毙恐怖嫌疑人。
-0.0911419409973737	the fiji team won the gold medal with impeccable performance in control , breaking , avoiding , cooperating , running and power , which is the first olympic medal in the country .	斐济队凭借在控球、抢断、回避、配合、跑动和力量方面无懈可击的表现夺得金牌，这也是该国有史以来的首块奥运会奖牌。
-0.0901028814541311	for ankara , the truce for benefit is obvious .	对于安卡拉来说，休战的好处显而易见。
-0.0892158518677886	since the introduction of the new remittance reform , the yuan has changed the state of appreciation before and about 8 % of the value of the rmb exchange rate in the middle of the year .	新汇改实施以来，人民币改变了之前升值状态，一年间人民币汇率中间价贬值约8％。
-0.0850343491666844	in addition , in the same time period , the population of new zealand has increased by 2.82 million .	另外，在相同时间段，新西兰人口自然增长数量为２.８２万人。
-0.0838370933330349	zhao xiuping submitted the application for an environmental impact statement , construction projects and other materials in qingdao city , after the reserve and transaction services centre began to conduct a preliminary application materials .	赵秀平提交了申请表、建设项目环境影响报告书等材料后,青岛市排污权储备和交易服务中心开始对申请材料进行初审。
-0.0786210598034661	said without the slightest exaggeration that this is the most moving gold medal .	毫不夸张地说，这是最让人感动的一块金牌。
-0.0720054759096875	although venus may have existed life , venus is exposed to high temperatures and ultraviolet ultraviolets in billions of years .	尽管金星上可能曾经存在生命，但在几十亿年的过程中，金星暴露在过高的温度与紫外线下。
-0.0688820075462468	when the spanish tourist came to consult , the moscow tour police conducted a patient explanation for each other in fluent spanish , leaving a deep impression on wang ice .	当遇到西班牙游客前来咨询时，莫斯科旅游警察用流利的西班牙语为对方进行了耐心讲解，这给王冰留下深刻印象。
-0.0646843150891336	the next step will continue to promote the reform of community share cooperation , encourage farmers to develop joint development and establish a democratic power operation mechanism at the village level .	江苏省农委副主任祝保平介绍说，江苏下一步将继续推动社区股份合作制改革，鼓励农民联合发展，建立村级的民主权力运行机制。
-0.0616101640563286	so parents in front of children need to do a good role model , regulate their words and deeds , cultivate their own excellent character , these can indirectly help the child to shape a better mind , let him better .	所以父母在孩子面前需要做个好榜样，规范自己的言行，培养自己优秀品格，这些都可以间接的帮助孩子塑造良好的心性，让他更加优秀。
-0.0597033508093855	kvitova will compete with puig for a ticket to the final , while another finals berth will be between keith and corbell .	科维托娃将与普伊格争夺一张决赛的入场券，而另外一个决赛席位将在凯斯和科贝尔之间产生。
-0.0565981814604484	the company indicated that reduced salaries once more will help the company pass the market drop the difficulty .	公司表示，再次减薪将帮助公司度过市场萧条的难关。
-0.0553051910482851	the largest shareholder in the factory is a joint venture with a chinalco and alumina company , while china &apos;s citic group and japan &apos;s manuel wushong society also hold a small share of shares .	工厂的最大股东是一家美铝公司和氧化铝公司的合资公司，而中国的中信集团和日本的丸红株式会社也持有少量股份。
-0.05493685033182	the south china sea network reporter learned from the public security bureau of the lingshui county autonomous county that the police have now accepted the reports of the two cases , the causes of the two cases , who has been involved and whether they have been linked , etc. are under further investigation .	南海网记者从陵水黎族自治县公安局了解到，警方目前已经受理这两起案件的报案，两起案件的起因、何人所为、是否有关联等都在进一步调查中。
-0.0492518160897245	the couple , who live in brooklyn heights couple is a food historian .	这对居住在布鲁克林高地的夫妻均为食品历史学家。
-0.0487184775855503	the modification of the provisions of the law makes it easier to accuse the persons concerned of intimidation in accordance with the representation of the people act 1983 .	修改法律条款，使得能够更容易地依照《1983年人民代表法》 (Representation of the People Act 1983) 控告相关人员恐吓罪。
-0.0479462457918044	the company said that it had reduced the contract value of $ 187 million in the &quot; termination activity . &quot;	AGL表示，公司已在“终止活动预期”中减记了1.87亿美元的合同价值。
-0.0471154306374392	to participate in the women &apos;s 4x200 meters freestyle relay final chinese teenager ai yanyou was described like this : &quot; the 14-year-old chinese girl made a silly mistake . &quot;	参加女子4x200米自由泳接力赛决赛的中国小将艾衍含被这样描述：“那名14岁的中国小姑娘犯了个愚蠢的错误。”
-0.0431660282189337	according to china merchants securities estimates , deducted by the increase in the second quarter of the license also increased by 38 million shares of shanghai pudong development bank , holding its shares increased to nearly 600 million shares , accounting for 2.77 % stake in shanghai pudong development bank .	另据招商证券测算，扣除转增，中证金二季度亦增持浦发银行3800万股，持有其股份数增至近6亿股，占浦发银行股份比例为2.77%。
-0.0332824516644121	because the economy is still in deep adjustment in july , the international situation is so complicated and complicated that the recovery of the world economy is not expected , so export pressure is still relatively large .	因为7月份国内外经济仍处在深度调整之中，国际形势复杂多变，世界经济的复苏不及预期，所以出口压力还是比较大。
-0.0304714996509655	with the economic benefits , reducing pollutant emissions from the government &apos;s compulsory behavior becomes the conscious market behavior of the enterprise , thus achieving the objective of protecting the environment , protecting nature and safeguarding public health .	有了经济利益的驱动,减少污染物的排放就从政府的强制行为变为企业自觉的市场行为,从而真正达到保护环境、保护自然、保障公众健康的目的。
-0.0295198261987109	on the same day , the chinese tourist police also shared their russian counterparts on the tour of the city tour police brigade in the city of moscow .	当天在跟岗学习前，中国旅游警察还到莫斯科市旅游警察大队驻地与他们的俄罗斯同行进行交流。
-0.0249393704793134	on august 11 at 8 : 00 a.m. , the qi lu evening news reporter followed the &quot; healthy china &quot; service team to the west lake town of the west lake .	8月11日上午8点，齐鲁晚报记者跟随“健康中国行”义诊服务小组来到东港区西湖镇河沟村。
-0.0236766833462844	according to the ministry of forestry of jilin province , the data of joint monitoring by china and russia in 1998 showed that there were only 4 to 6 wild siberian tigers in jilin province and 3 to 5 in the northeast .	据吉林省林业厅介绍，1998年中美俄等国联合监测的数据显示，吉林省仅有野生东北虎4到6只、东北豹3到5只。
-0.0198566537038394	ross mcewan told the bbc scotland division of the royal bank of scotland brand has ever committed to its global ambitions .	罗斯·麦克尤恩告诉英国广播公司苏格兰分部，苏格兰皇家银行品牌曾经致力于其全球雄心壮志。
-0.0128321619729761	amend the provisions of the law to make it easier to accuse the person concerned of the crime of intimidation in accordance with the representation of the people act 1983 .	修改法律条款，使得能够更容易地依照《1983年人民代表法》 (Representation of the People Act 1983) 控告相关人员恐吓罪。
-0.011988430758006	it was really exciting at the time .	当时真是惊心动魄。
-0.00778788062429638	&quot; evidence suggests that senior members , especially senior members of the pakistan and bangladesh background communities , exert pressure on vulnerable groups , especially women and young people , in some ethnic minority communities to allow them to vote according to their own wishes , &quot; he said in the report .	他在报告中说：“证据表明，资深成员，特别是巴基斯坦和孟加拉国背景社区中的资深成员向一些少数族裔社区的弱势群体，尤其是妇女和年轻人，施加压力，让他们按照自己的意愿投票。”
-0.00325613582309818	venus &apos;s dry areas may be more than earth , but there have been enough water and geographical changes to breed life and prevent fast evaporation .	金星的干燥地区可能比地球多，但曾经有足够的水和地理变化来孕育生命并且防止快速蒸发。
0.00240255794131565	a gesture ends a crisis .	一个手势结束一场危机。
0.00290595074891885	the us company said in its 2010 with old eyang signed a 20-year contract that the contract was due to come into force in november of this year , but the company did not explain why exit the contract .	这家美国公司表示其在2010年与老埃杨签署了一份为期20年的合同，该合同本来将在今年11月生效，但该公司没有解释为何退出该合同。
0.0103534239478947	james has signed two consecutive $ number contracts since the summer of 2014 when it decided to rejoin the cavaliers .	自从2014年夏天决定重返骑士队以来，詹姆斯连续签了两份1+1的合同。
0.0240053763382255	“ we understand that a series may cause the pool water discoloration and water containing alkalinity . ”	“我们了解了一系列可能会引发池水变色的原因以及水质的含碱度。”
0.0247055006914773	on the same day , qingdao sifang xinzhi zhuo zhuo bus accessories co . , ltd. also came to an annual output of 4200 pieces of high-speed rail and emu interior accessories to purchase emission rights .	当天,青岛四方新诚志卓客车配件有限公司也来为年产4200件高铁及动车组内饰配件项目申购排污权。
0.0268151314673594	it is understood that the city of urumqi &apos;s tourism law enforcement department has already inspected the places where tourists are concentrated in west park and red mountain .	据了解，此前乌鲁木齐市旅游执法部门已对西公园、红山等旅游散客集中的地方进行了检查。
0.0301065827620551	&quot; this 5,000 yuan funded and solved my needs .	“这5000元资助，解了我的燃眉之急。”
0.0320720541527158	zhang xiaolong told reporters that his daughter had always been a quiet , quiet child , like drawing and home-made toys from an early age ,	张小龙告诉记者，女儿一直是个安静乖巧的孩子，从小就喜欢画画和自制手工玩具，
0.0333111368915271	&quot; these 5000 yuan subsidization , have solved my urgent matter . &quot;	“这5000元资助，解了我的燃眉之急。”
0.0350354205362337	deng yaping in 14 years of athletic career , a total of 18 got a world champion , became china &apos;s first in olympic history to win four olympic gold medals to the people .	邓亚萍在14年的运动生涯中，共拿到18个世界冠军，成为中国奥运历史上第一个夺得四枚奥运金牌的人。
0.0378737045925488	there has also been a spate of deaths of internet-based healthcare companies within a year of the start-up , and about 20 percent of start-up internet-based healthcare companies no longer exist , according to data from the centre for management research at the university of hong kong .	另据香港艾力彼医院管理研究中心数据显示，创业一年内的互联网医疗公司大量死亡，约20%的初创互联网医疗企业已不复存在。
0.0420102486985624	the other two victims were not in the car , the police are investigating whether the gunman was wounded .	另两名受害者不在车上，警方正在调查是否受伤人员中就有枪手。
0.0437622938925102	the accident occurred on thursday morning at the a1 motorway near moore in vaud .	这场事故发生在周四凌晨沃州莫尔日附近的A1高速公路上。
0.0450331537191025	lehmann will then serve as an expert in the bundesliga asian media partner to participate in various local fans &apos; activities .	莱曼届时将作为德甲亚洲媒体合作伙伴的专家，参加当地各种球迷活动。
0.0483893767228536	there are three ticket offices on the north and south sides of the platform layer and the north side of the outbound area . there are 39 artificial ticket windows and 34 automatic ticket machines .	站台层南北两侧和出站层北侧共有3个售票厅，配置了39个人工售票窗口和34台自动售取票机。
0.0502800085222037	the police reminded the general residential people , when went out must lock in the family the windows and doors , regarding the choice of security window , suggested that the residential people must choose the material quality hard steel products .	警方提醒广大市民群众，外出时务必锁好家中门窗，对于防盗窗的选择，建议市民群众应当选择材质较硬的钢材。
0.05826517496968401	it was just a match , a gold medal for the british team that won seven of the 10 olympic cycling gold medals at the beijing olympics and the london olympics .	这对于在北京奥运会和伦敦奥运会上夺得10块场地自行车赛金牌中的7块的英国队而言只是一场比赛、一块金牌而已。
0.0615998197540613	at the time of the trial , the two sides made a decision on whether wang zhi had violated lan yuefeng &apos; s reputation for reputation .	在当时的庭审中，双方就王志安是否侵犯了兰越峰的名誉权进行了激辩。
0.0694674791485693	however , from the 1990s to the present , human beings carried out 18 mars probes , while lunar exploration was carried out only 14 times .	不过，从20世纪90年代至今，人类共进行了18次火星探测，而月球探测只进行了14次。
0.0699743774160111	in a report released thursday by a congressional team , the officials of the united states central command changed their intelligence reports and described the war in iraq and syria against the islamic state .	一个国会小组在周四发布的报告中指出，美国中央司令部的官员更改了情报报告，将在伊拉克和叙利亚对抗伊斯兰国的战争情况描述得比实际情况更为乐观。
0.0728647810698172	fresh fruits are replaced by cheaper fruit .	新鲜的水果被便宜的干果所代替。
0.0749878035442409	as there are not so many to offset such a high speed , the landing on mars depends on the atmosphere of mars &apos; s atmosphere , but the martian atmosphere is difficult to simulate on the ground .	由于没有那么多的推进剂来抵消那么高的速度，所以登陆火星时，减速要依靠火星大气的作用，然而火星大气难以在地面模拟。
0.0754989923342843	even so , we got jeremy hunt &apos; s promise last month , and he said his door was open .	尽管如此，就在上个月我们还是得到了杰里米·亨特的承诺，他说自己的大门始终敞开。
0.0808013294859278	as a gourmet , president roosevelt likes fifth avenue cuisine such as goose liver sauce and maryland stew fish .	作为一名美食家，罗斯福总统喜欢第五大道的美食，比如鹅肝酱和马里兰炖水鱼。
0.0818308672373175	the 45-year-old italian is the sixth professional jockey who has scored this milestone in the field of the plains .	这位现年45岁的意大利人是第六位在平地赛领域取得这一里程碑的职业赛马骑师。
0.0834531985110867	&quot; the lowest price , the consumer may be &apos; only 7 yuan a day , you can buy iphone7 &apos; . &quot;	“最低的价格，消费者可能‘一天只需7元钱，就能购买iPhone7’。”
0.0871704143598578	if so , he will have six gold medals and one silver medal when he is 12 years younger and also on march 23 ( this day seems to be the holy day of the british sports world , steve redgrave , mo farra , and roger bannister were born on the day ) .	如果是这样的话，比霍伊年轻12岁并且同样在3月23日 （这一天似乎是英国体育界的神圣日子，史蒂夫·雷德格雷夫、莫·法拉和罗杰·班尼斯特也是在这一天出生的) 出生的肯尼将拥有6块金牌和1块银牌。
0.0871934948616341	australian water polo player said after the game his eyes sting , to tears .	澳大利亚水球选手赛后表示他的眼睛感到刺痛，想流眼泪。
0.0902107367052383	we have witnessed the engineering work in so great project , was only constructs of this bridge to use over 30,000 metric ton concretes and steel products .	我们都见证了在如此宏大项目上的工程作业，光是建造该大桥的这一段就使用了超过30,000公吨混凝土和钢材。
0.0914047610389327	in the past , many units will rush to the high temperature allowance with cool drinks , and the city safety bureau says the practice is not in accordance with the current method .	以往不少单位会以清凉饮品冲抵高温津贴，市安监局表示这种行径不合乎现行办法。
0.0939228681057087	prior to the resumption of the president three and a half years , mr. putin served as russian prime minister .	在三年半后重新任职总统之前，普京先生担任俄罗斯总理一职。
0.0953416169342712	but after his initial coach zhang piagetian worked repeatedly , zhang binbin returned to the xiamen team .	但是在其启蒙教练张亚杰反复做工作后，张彬彬又回到了厦门队。
0.0969525194611524	according to the introduction , this fall , the bundesliga league image of the ambassador lyman and matt will be on behalf of the bundesliga in asia and the americas to launch a legendary tour , for the 2016 / 17 season bundesliga opening outpost .	据介绍，今年秋季，德甲联赛形象大使莱曼和马特乌斯将代表德甲在亚洲和美洲陆续展开传奇之旅，为2016/17赛季德甲的开幕打响前哨。
0.10809999212180302	in the immediate aftermath of the case , the leadership of the criminal investigation police of haikou city public security bureau attached great importance to it , and immediately organized a team of lean police officers to carry out the investigation .	案件发生后，海口市公安局刑警支队领导高度重视，立即组织支队一大队精干警力主动出击展开侦查。
0.11138809308484697	when uber entered the taiwan market for four years , making a big impact on the local traditional taxi industry .	Uber进入台湾市场4年，对当地传统出租车行业产生了不小的冲击。
0.111923830186482	the police indicated that they will pursue the lessee who defies the renter rule .	警方表示，他们将驱逐违抗租户规则的租客。
0.11312593042673201	she brought the ball along the left side of the pitch , then cut into the middle of the middle , pulled into the net , and the us team 2-0 lead .	她带球沿球场左侧长途奔袭，随后内切到中路，抽射入网，美国队2比0领先。
0.11410337601547198	hough shitaiteer said : &quot; this will be determined by the prosecutor . &quot;	霍夫施泰特尔表示：“这将由检察官来确定”。
0.11723468001359301	this time , not only coach zhang yajie , xiamen shooting athletic center and fujian province team leaders and coaches all come to the home , finally to persuade zhang to return to the provincial team .	这次，不仅张亚杰教练，厦门射击射箭运动中心和福建省队的领导和教练都来到家里，最终劝说张彬彬回到省队。
0.118761855622246	&quot; agl is expected to continue to operate , &quot; said the joint venture , which means that the smelter will continue to produce electricity demand . &quot;	该合资公司表示：“AGL预计波特兰工厂将继续运营，也就是说这座冶炼厂将继续产生电力需求。”
0.123705454028572	this time , they plan to look for a new generation of top models for its 2017nu muses calendar , not the famous nudity .	此次，他们计划为其2017 NU Muses 日历寻找新一代顶级模特，而非著名的裸体人。
0.125145671841524	in the game of the day , zhang bingbin was halfway down the middle and seemed to be far away from the final .	在当日的比赛中，张彬彬一度排名中下游，似乎距离决赛十分遥远。
0.125867612947659	fifty-seven percent of college students use mobile phones more than 5 hours a day for more than five hours a day , according to a survey of college students &apos; social habits .	一项针对大学生社交习惯的调查显示，57%的大学生每天使用手机的时间超过5小时，日常生活基本“机不离手”。
0.129736342400261	she said , &quot; in such a busy financial metropolis in hong kong , it is possible to see a ceremony of such a scale and organized worship of ancestors .	她说，“在香港这么繁忙的金融大都市，还能看到这么有规模、有组织的祭拜祖先的仪式。”
0.14238180741182502	computer culture makes &quot; election fraud &quot; popular in muslim areas	电脑文化使“选举舞弊”盛行穆斯林地区
0.144478684399417	the junk and the old toys were thrown on the side of the flat .	垃圾和旧玩具被扔在该廉租房杂草丛生的一边
0.14856692758907902	while there were only two of them , there was another man on the boat , the coach , robin williams , who accompanied them to the second consecutive women &apos;s double sculls olympic gold medal , the first women &apos;s rowing team to reach that height .	虽然划桨的只有她们两人，但船上还有一个人——教练罗宾·威廉姆斯——的声音一直陪伴着她们冲击连续第二块女子双人桨奥运会金牌，这是英国首对达到这一高度的赛艇女子组合。
0.149576267964467	in order to ensure the long-term effect of planting trees , the group also produced tree - planting training brochures , distributed to all 15 thousand primary school students in , providing long-term technical guidance to teachers and students and parents .	为了保证植树造林的长期效果，HKND集团还出品了植树造林培训画册，分发给里瓦斯省所有1.5万中小学生，旨在为师生及家长提供长期的技术指导。
0.15056295907336903	later , he was president of management and government employees , the kremlin &apos;s web site ( using russian ) said .	后来，他管理总统草案和政府员工，克里姆林宫网站（使用俄语）如是说。
0.150570342954915	on september 26 , 2010 , he was the deputy secretary-general of the people &apos;s daily newspaper and general manager of the people &apos;s search network co . ltd .	2010年9月26日，任人民日报社副秘书长兼人民搜索网络股份公司总经理，正厅级干部。
0.151487321800216	the individual &apos;s resistance to self-exposure and his emotional experience is not to threaten the individual &apos;s self-awareness and self-esteem .	个体对于自我暴露及其情绪体验的抵抗，其目的在于不使个体的自我认识与自尊受到威胁。
0.15164993850412198	his character is good for the british horse , but in addition , he is an incredible jockey .	他性格活泼，这对英国赛马来说是好事，但是除此之外，他还是一位不可思议的骑师。
0.159685592690215	it may not be of interest to the us air force , although a steady stream of free electrons can help people listen to the radio on the edge of a university radio station .	虽然拥有稳定的大量自由电子的电离层可以帮助人们在某个大学广播电台的播送范围边缘收听这个电台，但这或许不是美国空军的兴趣所在。
0.16504641730147399	on thursday , simone helped the u.s. team achieve four titles in the women &apos;s individual all-around project .	周四，西蒙帮助美国队在女子个人全能项目上实现四连冠。
0.17272189728550305	i live in the hospital , although they say that walking a few steps is enough , but i still walk around the ward 20 feet , 30 feet , 50 feet .	我住在医院里，虽然他们说走几步就足够了，但我还是每次绕着病房走上20英尺、30英尺、50英尺。
0.18068241855862302	in addition , female greenland &apos;s greenland shark is allegedly mature when it is about 4 meters long , and the age is the age of at least 156 years old .	此外，雌性的格陵兰鲨据称要到身长约4米时才能性成熟，换算成年龄也就是至少要到156岁才成年。
0.186033182184591	agl said the company had written down the value of the $ 187 million contract in the &quot; termination of activity expectations &quot; .	AGL表示，公司已在“终止活动预期”中减记了1.87亿美元的合同价值。
0.19548362645608802	the games have benefited stratford and the east .	奥运会使斯特拉特福德和东区受益匪浅。
0.196765466186042	according to forecasts by the tower &apos;s department of trade and economic development , the economy in tasmania will grow by 7 per cent in 2016 , and inflation in the country is essentially above that level .	根据塔贸易和经济发展部的预测，2016年塔国的经济增长将达到7%，而国家的通胀也基本是在这一水平之上。
0.20478973044461302	louis galicia said frank lived in the guest house at first , but recently &quot; everything is finally getting better . &quot;	Louis Galicia 称 Frank 起初住在招待所里，但是最近“一切终于好起来了。”
0.205766257348703	last week , clinton held a rally in omaha , nebraska , where mr buffett asked trump to meet and exchange tax returns .	上周，克林顿在伯克希尔·哈撒韦公司所在的内布拉斯加州奥马哈举行了一次集会，巴菲特在会上要求特朗普见面并交换纳税申报单。
0.20661310445165998	queensland community law centre director james farrell said thousands of people were turned away each year , according to the latest national community association law centre investigation report .	昆士兰社区法律中心负责人詹姆斯·法雷尔表示，根据最新的国家社区协会法律中心调查报告，每年有数千人被拒之门外。
0.212198532186675	at this sorrow , we express our deep sympathy and condolences to frank &apos;s family and friends .	在这个悲痛的时刻，我们向 Frank 的家人及朋友表达我们深切的同情与哀悼。
0.213208470237938	the doctor told xue that chronic bronchitis would be less likely to be cured , but the use of drugs could be eased .	医生告诉薛大娘，慢性支气管炎想要根本治愈的可能性不大，平常坚持用药可有所缓解。
0.215448145832023	&quot; so , it can be seen at the time that there were a number of armed men in a state of war , &quot; the philadelphia police chief anthony ginaldi told the television station .	“所以，由此可见当时现场有多名武装人员处于激战状态，”费城警察局长Anthony Ginaldi 对电视台说。
0.22131462937492397	china &apos;s mars exploration launch target is to want to step around , landing , patrol , this task has considerable difficulty .	我国的火星探测发射目标是想一步环绕、着陆、巡视，这个任务具有相当大的难度。
0.221732000896447	according to the chongqing meteorological bureau portal to the district county high temperature weather statistics , in addition to the unitary yang , the rest of our city can receive a different degree of high temperature allowance .	根据重庆市气象局门户网对各区县高温天气的统计，除酉阳外，我市其余各地都能领取到不同程度的高温津贴。
0.22787743081830497	however , official view - once was regarded as the candidate of presidential candidate suddenly chose to wield the environmental policy of russia - has brought in numerous suspicions .	但是，官方说法——一个曾被视为总统候选人的人选突然间选择执掌俄罗斯的环境政策——引来了众多怀疑。
0.22957763943145998	good family education means that parents need to regularly accompany their children , give their children care , patience to take care of , and also need to teach children to develop a civilized demeanor , let the children better learning knowledge , enhance intelligence .	良好的家庭教育意味着父母需要经常的陪伴孩子，给孩子关爱，耐心的照顾，另外还需要教孩子养成文明的言行举止，让孩子更好的学习知识，提升智力。
0.231006938790042	the report emphasizes that abe &apos;s cabinet is trying to make a breakthrough through the above three points , to promote japan &apos;s &quot; normal nationalisation , &quot; the self-defense forces to go out and intervene in international security matters , strengthen the japanese-american alliance , and defend china &apos;s multiple objectives .	报告强调，安倍内阁试图通过以上三点突破，达到推动日本“正常国家化”、自卫队走出去介入国际安全事务、强化日美同盟、防华制华的多重目的。
0.237357432491059	the project , which belonged to mechanical processing enterprises , applied for the initial discharge rate of 0.514 tons of chemical oxygen demand ( cod ) and 0.052 tons of ammonia nitrogen ( nox ) .	该项目属于机械加工企业,申请的初始排污权为化学需氧量(COD)0.514吨/年、氨氮(NOX)0.052吨/年。
0.24221764186883396	clinton &apos;s campaign assistant , jennifer palmeyi , said in a statement that hillary clinton and tim kahn will continue to be a financially transparent pole .	克林顿的竞选助手詹妮弗·帕尔米耶里在一份声明中表示：希拉里·克林顿和蒂姆·凯恩将继续成为财务透明的标杆。”
0.243142008889609	this is not a big club , it &apos;s not the royal ascot race ( royal ascot ) , it is only with an average of 20,000 spectators on friday night .	这不是一场大规模的赛马会，也不是英国皇家爱斯科赛马会 (Royal Ascot)，这只是一个有着20,000名观众的普通的周五晚上。
0.243988029079401	strengthen training to ensure that staff strictly enforce the requirement that &quot; voters go to the voting hall alone . &quot;	加强培训，确保工作人员严格执行“选民单独去投票厅”的规定。
0.24496419646880604	this is only one part of &apos; healthy china &apos; , and other activities will be carried out in the coming days .	此次下乡义诊只是‘健康中国行’的其中一个部分，在以后的日子里，其他活动还将陆续开展。”
0.24670936983675	the last time oil producers are meeting in april , opec member states that have failed to agree on any measures to reach an agreement .	上次产油国召开会议已经是4月份的事情，OPEC成员国未能就任何措施达成协议。
0.24814116028623498	instead , guests can call israel via the kempinski hotel call center .	取而代之的是，客人可以通过凯宾斯基酒店的呼叫中心拨打以色列电话。
0.252193040862776	over the past two season , thompson has stabilized the use of the top 20 in the league , and this is the best of his career last season two .	过去两个赛季，汤普森的使用率已经稳定在了联盟前20，而这也是他生涯最出色的两个赛季。
0.252689606320131	in the first two games in croatia , mr sari received a total of 24 points , 17 rebounds and 12 assists .	克罗地亚在本届奥运会上的前两场比赛，萨里奇一共得到24分、17个篮板和12次助攻。
0.254312299977042	julius nielsen , who has been studying sharks , says that the age of a female head sleeping shark is expected to be between 272 and 512 years of age , up to five meters .	一直研究鲨鱼的 Julius Nielsen 说，据资料记载，有一头雌性小头睡鲨的年龄预计介于272岁至512岁之间，体长达五米。
0.254941268153295	their analysis shows that the biggest shark life is estimated to be 392 years , and the error is 120 years old .	他们的分析显示，这头最大的鲨鱼寿命估计为392岁，误差为120岁。
0.255380782837462	on the 11 th , a number of enterprises have come to qingdao emission trading center to submit emission rights requisition , the requisition will pay the paid user fees .	11日,多家企业分别来到青岛市排污权交易中心提交排污权申购,申购受理后将缴纳有偿使用费。
0.26445642896161803	the relatives of three dead crew members arrived at the maritime court of the sea at 4 am at 4 a.m. on 7 august , and filed an application for the seizure of the suspected carriers .	3名身亡船员的亲属于8月7日凌晨4点赶赴海口海事法院，提起诉前财产保全扣押涉嫌肇事货轮的申请。
0.267600301468308	sounds very complicated ?	听起来很复杂？
0.27766225768930897	in december 2013 , williams has been diagnosed with cancer .	威廉姆斯在2013年12月被确诊为癌症。
0.285382203965317	eight years ago , under ryan &apos;s coaching , they had not tasted success in the international seven-man rugby league in adelaide .	八年前，在瑞恩的执教下，他们在阿德莱得国际七人制橄榄球赛上未尝胜果。
0.298554327925377	after the case , haikou public security bureau police detachment leadership attaches great importance to the immediate organization of a brigade of capable police initiative to launch an investigation .	案件发生后，海口市公安局刑警支队领导高度重视，立即组织支队一大队精干警力主动出击展开侦查。
0.303297337789924	the pleiades cluster is 445 light from the earth .	昂宿星团距离地球445光年。
0.31090609458326196	there is still one last game in brazil , but it is not so much a contest as byers and other gymnasts , but a contest between herself and the pressure of great expectations .	在巴西还有最后一场比赛，但这场比赛与其说是拜尔斯与其他体操选手的竞争，不如说是她自己与巨大期望压力之间的较量。
0.311352196062854	first , the team has accumulated rich experience in continuous research , followed by scientific training , which need to be accumulated over the long term .	首先是教练组在不断研究中积累了丰富经验，其次是科学的训练方式，这些都是需要长期积累的。
0.31165002740311304	the 23-year-old glasgow cyclist replaced his scottish compatriot , sir chris hoy , as the backbone of the team , and even the legendary cyclist was proud of him when the young skinner beat the title-winning new zealand team with a reputation .	这位23岁的格拉斯哥自行车手代替了他的苏格兰同胞——克里斯·霍伊爵士，成为了队伍的中坚。当年轻的斯金纳击败夺冠热门新西兰队并载誉而归时，就连这位传奇自行车手也为他感到骄傲。
0.315242396658496	the trump spokesmen had not responded to this news .	特朗普发言人霍普·希克斯未立即对这一消息予以回应。
0.31597641651034897	this day not only proclaims that it has recovered 100 % of its health , but it is the day that it moves into a luxury birdhouses and meet with human friends who care about it .	这一天不仅宣告着它已100%恢复健康，更是它搬进豪华鸟舍、与关心它的人类朋友们见面的日子。
0.316939904765639	it uses 10,000 metric tons of steel , 20,000 metric tons of concrete and 46 diagonal cables .	它使用了10,000公吨钢材、20,000公吨混凝土和46根斜拉索。
0.31882195305457695	from jumping to jump dismount , dettori has been a typical representative of the british field in the past two decades .	从跳跃冲线到跳跃下马，二十年来，戴图理一直是英国平地赛领域的典型代表。
0.32021571571720603	mr buffett said he was also receiving an irs audit , and trump &quot; feared &quot; was not the tax authorities , but voters .	巴菲特表示，他也正在接受IRS的审计，特朗普“害怕的”不是税务机关，而是选民。
