0.358416185713199	"""Our obligation is to stay at his side,"" he said and applauded."	"""It is our duty to remain at his sides,"" he said, to applause."
-0.393016697875498	"The rise was driven by expectations that individuals that define the strategy of the federal system will leave rates this week, ""said John Lonski, chief economist of Moody's Capital Markets Research group."	The rally was triggered by expectations that Fed policymakers will hold the rate steady this week, said John Lonski, chief economist at Moody's Capital Markets Research Group.
-0.323219757499236	The rise was triggered by expectations that the persons defining the strategy of the Federal system, to remain unchanged this week, said John Lonski, the group's chief economist, Moody's Capital Markets Research.	The rally was triggered by expectations that Fed policymakers will hold the rate steady this week, said John Lonski, chief economist at Moody's Capital Markets Research Group.
-0.560479037043692	Takeoff was provoked by the expectations of the fact that those, who determine strategy of federal system, will leave rate on this week, stated John Lonskya, the Chief Economist of the group of Moody ' s of Capital Markets Research.	The rally was triggered by expectations that Fed policymakers will hold the rate steady this week, said John Lonski, chief economist at Moody's Capital Markets Research Group.
-1.07848566407502	Relatives immediately asked for help, and the next day in search of the mushroom were raised rescuers and residents from the nearby village - only about 30 people.	Relatives immediately called for help and, already on the next day, rescue workers and concerned residents from the neighbouring village started searching: there were approximately 30 people in total.
-1.18467662539692	My dad was in 1970, in the yard - father, mother and two children met a family from Murmansk.	Sometime around 1970, my father met a family from Murmansk in the courtyard: a father, mother, and two children.
0.607991129790168	The AMA now recommends not to engage in this sport, and it is better, from its perspective, to ban it altogether.	Now the AMA is recommending against participating in this type of sport, or, even better from their point of view, banning it outright.
0.195086706930428	Now the AMA recommends not to do this sport, or better, from their point of view, it banned altogether.	Now the AMA is recommending against participating in this type of sport, or, even better from their point of view, banning it outright.
-0.857855980379239	"""storm"" at the end of this week off as they won the right to host either North Queensland Cubas, ""or"" KronaL sharks ""in next Saturday night at the preliminary final at the stadium ground Park, tickets will be on sale next Tuesday morning."	The Storm have this weekend off as they have won the right to host either North Queensland Cowboys or Cronulla Sharks in next Saturday night's preliminary final at AAMI Park with tickets on sale from next Tuesday morning.
-0.311012823374914	""""" at the end of this week off because they won the right to host either North Queensland ""or"" Sharks ""next Saturday evening at the preliminary final at the stadium Park, tickets will be on sale next Tuesday morning."	The Storm have this weekend off as they have won the right to host either North Queensland Cowboys or Cronulla Sharks in next Saturday night's preliminary final at AAMI Park with tickets on sale from next Tuesday morning.
0.847123628261768	Most of the jobs will be with part-time employment.	Most of the jobs will be part-time.
0.29322097158078	At the same time Kingfisher closes 60 B&Q shops warehouses through the whole country	At same time Kingfisher is closing 60 B&Q outlets across the country
-0.187219112184878	After downgrade of the Central Bank of an interest rate the situation improved a little.	The situation improved slightly after the Central Bank lowered the interest rate.
-0.411929078434201	The same number figures at the country's first closed meeting in the state of Iowa, where the same 52 percent of Republicans think that in he is that person himself, who can be main commander, according to Quinnipiac last week.	The same number holds in the first-in-the-nation caucus state of Iowa, where the same 52 percent of Republicans think he has the personality to be commander in chief, according to Quinnipiac last week.
-0.487791334788382	"One of the conditions of housing should not be more expensive - 30 thousand rubles per one square meter, this price includes finishing ""turnkey."""	"One of the requirements is that the housing must not cost more than 30 thousand roubles per square metre, and that it should be a ""turnkey"" property at this price."
-0.300931647425401	The bible was asked to check for compliance to the law on information protection of children	It has been requested that the Bible be checked for compliance with the law on the protection of children from information
0.578507548133031	We have ambitions, but we are not dreamers.	We are ambitious but we are not dreamers.
-0.301698641096809	This put an end to any ideas that were in malmö regarding return to play, and only intercept the ball Wieland at close range did not allow David Luiz to increase the final score before substitute Esekiel LAVEZZI disallowed the goal at the end of the game.	That ended any ideas that Malmo had of coming back into the game, and only a superb stop by Wiland from point-blank range to deny David Luiz kept the final score down before substitute Ezequiel Lavezzi had a goal disallowed right at the death.
-0.0679960321432889	We will point out your name in the form in which you send it (unless you ask us to not specify it at all), but we will never publish your phone number.	We will publish your name as you provide it (unless you ask us not to) but we will never publish your mobile phone number.
0.736360698529542	For the quarter, which ended on August 31, FedEx earned $692 million, 6 percent more than the year before.	In the quarter that ended Aug. 31, FedEx earned $692 million, up 6 percent from a year earlier.
0.671792528233153	For the quarter that ended Aug. 31, FedEx earned $692 million, 6 percent more than a year earlier.	In the quarter that ended Aug. 31, FedEx earned $692 million, up 6 percent from a year earlier.
0.778777157568027	In the American State of Utah as a result of a flood at least 12 people died.	In the US state of Utah, at least 12 people have died as a result of a flood.
0.822199026126994	JD Sports chief says higher salaries may hinder expansion	JD Sports boss says higher wages could hurt expansion
0.150500518202395	Actor (to the left), in the photograph with his son by Redmond (to the right), survived several difficult years.	The actor (left), pictured with his son Redmond (right), has had a stressful few years.
-0.276705751264531	To it is much more interesting show the absurdity of law itself, commented on applicant to correspondent Sib.fm.	It's much more interesting to show the absurdity of the law itself, the applicant said in a comment to a correspondent from Sib.fm.
-0.142866704317748	It is more interesting to show the absurdity of the law itself.	It's much more interesting to show the absurdity of the law itself, the applicant said in a comment to a correspondent from Sib.fm.
0.89333699744296	Twenty police officers and five civilians were wounded, he said.	Twenty police officers and five civilians were wounded, he said.
0.513734382849361	I firmly believe that the evidence for the death penalty was not enough.	I certainly believe there was not enough evidence to justify a death sentence.
0.671106169471922	Experts say that now is showing signs of leveling online sales, after the latest data showed only a seven percent increase in the first three months of 2015	Experts say there are signs that online sales are leveling off, after new figures showed just a seven per cent increase in the first three months of 2015
1.04304078897144	Give people space.	Give people space.
0.883989015079764	US Secretary of State John Kerry called his Russian counterpart Sergei Lavrov to discuss the situation in Syria.	US Secretary of State John Kerry called his Russian counterpart, Sergei Lavrov, to discuss the situation in Syria.
0.170885571717508	But it is assumed that the member of the Board of Directors of the company Metcash contacted Mr. Douglaston last week.	But it is understood that a Metcash board member contacted Mr Douglass last week.
-0.901544860953184	"""twins"" missed a chance to cut the gap with the ""Houston Astros poligry"" and take second place in the playoffs by the number of points after the winners."	The Twins squandered a chance to climb to within one-half game of the Houston Astros for the second American League wild-card spot.
-0.704044518586119	Communists are confident that in the morning hours before the opening of polling stations in the ballot boxes could unsparingly foist ballots.	The communists are confident that, in the morning before the opening of polling stations, ballots could have been stuffed into the ballot boxes without supervision.
0.465161252219257	If shopping causes hunger, buy meals at LAX-C BBQ Express.	If all that shopping makes you hungry, grab a meal at the LAX-C BBQ Express.
-0.25098451887475	I will add that in the framework of the extended powers of the Consul held a meeting with Governor of Kurgan region Alexei Kokorin, during which was discussed the issue of increasing trade turnover and the supply of modern Belarusian machinery in the Urals.	I'll add that a meeting was held with the Governor of Kurgansk region, as part of the expanded powers of the consul, during which the issue of increasing the turnover of trade and the delivery of modern Belarusian equipment to the Trans-Ural region was discussed.
0.712026591710584	I had complained to her.	I complained to her.
0.453831391681447	This is due to the high season, during which hoteliers make more money and don't want to do other things.	This is explained by it being peak season, the time when hoteliers make the most money and don't want to be dealing with other issues.
0.106335155517636	Yes, journalists are allowed to attend the executions in America, and, as those who wish often more than seats, the results of the gloomy lottery decide who will be selected.	True, journalists are permitted to watch executions in America and because there are often more applications than seats available, a macabre lottery takes place to decide who will be chosen.
0.995823892952936	Women play a large role in decision-making process.	Women play a big part in the decision-making process.
0.0334322441305544	Makki and Kepwell reported that one of the sponsors of the meeting was a company called EuroSwiss Health, a general directive reported that he had previously received funding from British American Tobacco for an independent study.	McKee and Capewell said one sponsor of the meeting was a company called EuroSwiss Health, whose chief executive was reported to have previously received funding from British American Tobacco for an independent study.
-0.0459667028290441	Evronyus: But you say that in the case of victory on the elections you will approach unions with other parties, including SIRIZu.	Euronews: But you say that if you win the election you will seek alliances with other parties, including SYRIZA.
-0.0620353574750984	It supports the conversation and helps you to find people who you like and not those that you would not even have bothered to talk, even if you lit up the eyelashes and they would be handing out the fire extinguishers.	It steers the conversation and helps you to scout out the people you like versus those you wouldn't talk to even if your eyelashes were on fire and they were dispensing extinguishers.
-0.0686833021696915	This supports the conversation and helps you find people who you like, but not those with whom you would not even talk, even if you burn eyelashes, and they would give fire extinguishers.	It steers the conversation and helps you to scout out the people you like versus those you wouldn't talk to even if your eyelashes were on fire and they were dispensing extinguishers.
-0.14680959549795	Within the framework of the plenary and sectional sessions the discussion will deal with the experience of the regional and local governments of Russia and Belarus' in the realization of industrial policy, with the normative-legal guarantee and programs of union state.	During the plenary and breakout sessions, the conversation will be about the experiences of regional and municipal authorities in Russia and Belarus with the implementation of industrial policy, the regulatory and statutory framework, and the programmes of the Union State.
0.924031095008445	It is so important to stay together now.	To stay together now is so important.
0.872659510516341	It is so important to stay together now.	To stay together now is so important.
-0.740676278981762	I believe that a reference to the way that Khrushchev has tried to sign something has been tried to sign up and in no way fits into the general picture of a human hostel.	I assume that the reference to how a tipsy Khrushchev attempted to sign something by no means fits into the overall picture of human society.
-0.449932119400908	"In an attempt to deal with the problem of ""campaign against the miserable life"" announced 2015 year of men in order to challenge a culture that does not allow men to ask for help when they need it."	In a bid to address the problem, the Campaign Against Living Miserably (CALM) announced 2015 as the Year of the Male, aiming to challenge the culture that prevents men from seeking help when they need it.
-0.0286541730779572	After panic moods of the end of 2014 - the beginning of 2015 volumes of crediting of SME considerably decreased.	After the panicked mood at the end of 2014 and the beginning of 2015, the volume of lending to SMEs declined significantly.
0.567787791504575	Barcelona head coach Luis Enrique admitted that he returned to Rome for the match of the first round of the Champions League with Roma Champions with special feelings.	Barcelona's Head Coach, Luis Enrique, didn't try to hide that he returned to Rome for the 1st round match in the group stage of the Champions League tournament against Roma with special feelings.
0.45379346906786	The head of the UN again called all participants, including the divided UN Security Council, to be combined and to support inclusive negotiations in order to find political decision.	The U.N. chief again urged all parties, including the divided U.N. Security Council, to unite and support inclusive negotiations to find a political solution.
-1.04645687471263	"""they're incredibly helped us to draw attention to the sale of illegal children equipment at the exhibition,"" says Tom Davis from amnesty."	"""They've done a fantastic job in helping us raise concerns about the selling of illegal torture equipment at the fair,"" says Tom Davies at Amnesty."
0.601777415710597	"The expert considers their possible ban ""idiocy"": ""It seems to me strange that one people can live in apartments, and here visitors for some reason cannot."""	"The expert considers their possible ban to be ""idiocy"": ""I find it strange that some people can live in apartments, but out-of-towners, for some reason, cannot""."
0.935821987239161	It's all about me.	It's all about me.
0.592478001474215	There were 10 crew members on board and 72 passengers.	There were 10 crew members and 72 passengers on-board the plane.
0.923882610727651	On Board were 10 crew members and 72 passengers.	There were 10 crew members and 72 passengers on-board the plane.
-0.746842451156534	"They thought a more realistic and clever corporate advertising, but ""to fill her home with bright colors and animation was more exciting occupation."""	"They toyed with creating a more realistic dodgy corporate advert, but ""by ramming it home with bright colours and animation, it was more arresting."""
0.702437680200405	"The economy ""can cope with higher rates, and needs them, given the shrinking labor market,"" said Ian Scheferdson, chief economist at Pantheon Macroeconomics."	"The economy ""can cope with higher rates, and needs them, given the tightness of the labor market,"" said Ian Shepherdson, chief economist at Pantheon Macroeconomics."
0.024720168971793	Muslims bury those killed with the fall of crane in Mecca, and the sanctions are superimposed to the family of bin Laden	Muslims bury those killed in Mecca crane crash as Bin Laden family sanctioned
0.749282604447191	The Czech tennis player is now in the hospital in Brno.	At the moment, the Czech tennis player is in a clinic in Brno.
0.465012997671482	"""It is also really important, I think Radio 3's interest in finding new music and promotion of new products"", - he said."	"""And also, Radio 3's commitment to finding new music and commissioning new works I think is also really important,"" he said."
0.576381037961122	The company, which has lost 57 percent of its market value, is trying to cope with the collapse of raw materials prices while the decline of China's economy affects the demand and creates chaos in global markets.	The company, which has lost 57 percent of its market value this year, is grappling with tumbling commodity prices as China's economic slowdown weighs on demand and sparks havoc across markets.
0.585967493101019	Lamb told the dispatcher that the police need to send people to his home.	Lamb told the dispatcher that police needed to send officers over to his home.
0.54167704996625	If you are outside Great Britain, send messages on number +44 7624 800 100.	Or if you are outside the UK, send them to the international number +44 7624 800 100.
-1.01680794345646	Although to it pretended Roman empire, Byzantium, the Hazar khanate and gold horde.	Even though it was claimed by the Roman Empire, Byzantium, the Khazar Khaganate, and the Golden Horde.
-0.445968047635215	"Some refugees are leaving from the Serbian-Hungarian border in buses towards Belgrade and border with Croatia, according to ""Bi-bi-si."""	Some refugees are leaving for the Serbian-Hungarian border on buses heading towards Belgrade and the border with Croatia, BBC reports.
-0.24562374474675	"The leader of labourists promising other approach to policy declares that it ""attracted collective resources"" to gain the ideas of questions to Mr. Cameron and received more than 30 000 offers."	"The Labour leader, who has promised a different approach to politics, says he has ""crowd sourced"" ideas for questions to ask Mr Cameron and has been given more than 30,000 suggestions."
0.0373178182209295	Company reports that plan to hire 40 000 people for the work of work in the stores and on the wholesale depots for the entire country, which is less those 45 000, which were hired for the holiday season of 2014.	The company said it plans to hire 40,000 people to work at stores and distribution centers around the country, down from the 45,000 hired for the 2014 holiday season.
0.553188271116516	Of six thoroughly tested candidates Biden, Carson and Bush show the best result on the honesty.	Of the six candidates tested, Biden, Carson and Bush do the best on honesty.
-0.303084539219901	"""The statistics of mortality is shown absolutely not at once"", - doctor Robin Blackstone, the expert in obesity surgery who wrote about a new research in a column of the editor of JAMA Surgery declared."	"""The mortality data take a long time to show up,"" said Dr. Robin Blackstone, a weight loss surgery expert who wrote an editorial on the new study in JAMA Surgery."
-0.70439922362074	At the same time according to policy, in Kiev supports any forms of dialogue.	At the same time, according to the politician, there is support in Kiev for any form of dialogue.
-1.08345198361655	Some of our readers are sick, and they fall with knives, they don't want to leave.	The parents of some of our patrons have to drag their children out, but they dig their heels in and don't want to leave.
0.277975294679014	"We have offered the concept, if it is approved, we will propose changes to the legislation,"" TASS quotes the words of Mr. Evtukhov."	"So far, we have proposed an idea, and, if it is accepted, we will propose changes to the law"", TASS quotes Mr. Yevtukhov as saying."
-0.68276617310225	It reminds me of the 1970s, when his struggling starikotec fought on TV for disloyalty to the Labor Cabinet colleagues, without going too far and not losing his post in the cabinet.	It reminded me of the 70s, when his old dad struggled on TV to be disloyal to Labour cabinet colleagues without going too far and losing his cabinet job.
-0.562835019386901	But while individual places to serve a sentence for transgender people, I doubt that prison officials will think seriously about the safety of such people and understand their orientation or gender identity.	However, as of yet, there are no separate facilities for transgender people to serve out their sentences, and I doubt that prison staff will think seriously about the safety of such people or fathom the complexities of their orientation or gender identification.
-0.340317454425537	The match was difficult because Shakhtar is able to hold a ball - leads the official UEFA website word Benitez.	The match wasn't easy, because Shakhtar knows how to use the ball, the UEFA's official website quotes Benitez as saying.
-0.384619538572016	In 2003, Mikhail Khodorkovsky, the richest man in Russia, was arrested for threatening the use of weapons at the Siberian airport.	In 2003, Mikhail Khodorkovsky, Russia's wealthiest man, was arrested at gunpoint on a Siberian runway.
-0.100306180251896	Friendly European diplomat explained recently that position, which is now the EU to play a variety of crises - not all of them own manufacture - some member states are fed up with the British self-centred agenda strife concessions and undermine agreement changes, which they mostly don't want.	A European diplomat chum explained the other day that, sunk in assorted crises as the EU is - not all of their own making - some member states are fed up with Britain's self-absorbed agenda of divisive concessions and disruptive treaty changes which they mostly don't want.
0.553910850531243	Lucy Shafarjova is hospitalized with a bacterial infection, AFP reported.	Lucie Safarova has been hospitalised with a bacterial infection, AFP reports.
-0.778895496306604	And there is fatigue?	And do you get fatigued?
0.00864948108388494	Earlier, Kommersant wrote that the program for the introduction of food coupons for the poor is in the government.	Earlier, Kommersant wrote that the programme to introduce food cards for low-income individuals had been submitted to the government.
-1.31533345825044	On the contrary, it would not be this extraordinarily until cusany cubits, awkward, if you took the neighbor for his future wife, was keen on them, broke relations and would have to see him every day, and perhaps to watch as he peretyagivaet on its side all your friends in common?	Conversely, wouldn't it be knuckle-bitingly awkward if you mistook a hallmate for your future spouse, hooked up, broke up and had to see them every day and possibly watch them get custody of all your mutual friends?
0.210616312683821	Barber is at this place for many years.	The barbershop has been operating at this site for many years.
-0.0499014335909194	"This situation is analogous to the situation when ""on a 80-thousand stadium 75 thousand vips sit."""	"This state of affairs is equivalent to a situation where ""you have 75 thousand VIPs in an 80-thousand-person stadium""."
0.00992366866469906	The researchers also monitored the levels of hemoglobin levels in the blood, which reflect on blood sugar А1in dynamics.	The researchers also monitored patients' blood levels of hemoglobin A1c, which reflect blood sugar levels over time.
0.27556410616444	The researchers also monitored the а1с hemoglobin levels in the blood, which reflects blood sugar levels in the dynamics.	The researchers also monitored patients' blood levels of hemoglobin A1c, which reflect blood sugar levels over time.
-0.0406653461273494	Funded by the Government agency claims that electronic cigarettes 95% less harmful than smoking, a meeting of 12 people, some of whom are linked to the tobacco industry, according to the researchers.	Claims by a government-funded agency that e-cigarettes are 95% less harmful than smoking arose from a meeting of 12 people, some with links to the tobacco industry, researchers have said.
-0.00272126900556855	"Martin McKee, a lecturer at the European Health Institute at the London School of Hygiene and Tropical Medicine, and Simon Klingwell, lecturer in clinical epidemiology at Leeds University, reported: ""A fundamental principle of health care should be based on proof of efficiency."""	"Martin McKee, professor of European public health at the London School of Hygiene and Tropical Medicine, and Simon Capewell, professor of clinical epidemiology at the University of Liverpool, said: ""A fundamental principle of public health is that policies should be based on evidence of effectiveness."""
-0.346182752618324	"""In the city, surrounded by high walls, where there was no greenery and even useful Everythingville was sold for money, a boy named Ted hopes to conquer the air of Odri - the girl of his dreams, performing her heart desire - to see a real tree - ""we read in the text a description of a love story, unknown Dr. Suzu (real name Theodore Seuss Geisel), who died in 1991."	"""Set in the walled city of Thneed-Ville, where all nature has gone and even the air is a commodity, a boy named Ted hopes to win the heart of his dream girl, Audrey, by fulfilling her wish to see a real tree,"" it reads, chronicling a love interest unknown to Dr Seuss, real name Theodor Seuss Geisel, who died in 1991."
-0.419163492836694	In such matters should act on the curve, because if the problem gets you, remain only extraordinary measures.	In such matters, it pays to be proactive, because if the problem catches up with you, then you are only left with emergency measures.
-0.526897305298314	In such matters, it is necessary to act ahead, because if the problem falls you are only extraordinary measures.	In such matters, it pays to be proactive, because if the problem catches up with you, then you are only left with emergency measures.
0.509581839533721	At the same time more than a quarter of people buy clothes and footwear online more willingly, than in boutiques on the central streets.	At the same time, more than a quarter of people are buying clothes and shoes online, rather than using high street fashion chains.
0.590270347695889	At the same time, more than a quarter of people buy clothes and shoes online more readily than in the boutiques on the Central streets.	At the same time, more than a quarter of people are buying clothes and shoes online, rather than using high street fashion chains.
0.586121096822249	He wasn't hurt, but a video of the scene of the fall instantly spread across social networks.	He was unhurt, but video of the fall went viral on social media.
-0.573496483866292	“Such responders as Vladimir Drinkman, which have habits in order to force open our computer networks, they present threat for our economic prosperity, personal life and national security”, stated the attorney of the USA the gender of Fishman.	"""Defendants like Vladimir Drinkman, who have the skills to hack into our computer systems, represent a threat to our economic well-being, our personal lives, and our national security"", stated US State Attorney Paul Fishman."
-0.532428101095605	There is nothing to indicate that the lamb, who led two online courses at Delta State University in Cleveland, Mississippi, had to go 300 miles to the university campus, where police believe he shot all respectable history teacher Ethan Schmidt at the threshold of his cabinet.	There was no indication that Lamb, who was teaching two online classes for Delta State University in Cleveland, Mississippi, had already traveled 300 miles to the school's campus, where police believe he shot and killed a well-liked history professor, Ethan Schmidt, in the doorway to his office.
-0.772938187990861	There is nothing to indicate that the lamb, who led two onlaynkursa at Delta State University in Cleveland, Mississippi, had at that time to go over 300 miles to the university campus, where, according to the police, he shot all respected ITA history teacher Schmidt on the threshold of his cabinet.	There was no indication that Lamb, who was teaching two online classes for Delta State University in Cleveland, Mississippi, had already traveled 300 miles to the school's campus, where police believe he shot and killed a well-liked history professor, Ethan Schmidt, in the doorway to his office.
-0.482478280964998	With the admiration today it looked at Zhirinovsky's clownery in the State Duma.	Today, I watched the buffoonery of Zhirinovsky in the State Duma with admiration.
0.207568845809163	Definitely they need to be isolated, as the presence of transvestites and transsexuals in the normal cells is dangerous for them, it is the suffering of their families and the sea problems for the FSIN staff.	Obviously, they need to be separated, as the presence of transvestites and transgender people in regular cells is dangerous for them: it causes suffering for their families and a sea of troubles for FSIN staff.
-0.283109963849151	It revealed that the phials strengthen the ultrasonic waves, which then penetrate the organism of worms.	The bubbles, he found, amplify the ultrasonic waves which then pass inside the worms.
-0.787355204282726	Under the Hamburg train rammed a school bus.	Train rams into a school bus outside of Hamburg.
0.543138214920759	I'm not a doctor, but if you have a double fracture, it is for six months, and a guy would not be able to play in the group stage.	I am not a doctor but when you have a double fracture it is six months and he will not play in the group phase.
-0.781636860365462	"""Tigers"" increased the expense in the second inning, having received odnoautovy ""double"" from James catcher McCann and Duhaut ""single"" central otbivangego Anthony Goza and SCT became 3-0."	The Tigers added on in the second, getting a one-out double from catcher James McCann and a two-out single by center fielder Anthony Gose to make it 3-0.
-0.749208388682822	"A team called the Special Patrol Group helped spread them across London using a ""set of cracker advertising locations,"" a 6-pound set of gainer keys, which, as a foray, ""gives access to about a third of the advertising space on the planet's bus stops."""	"A collective called the Special Patrol Group helped distribute it around London using ""Ad Space Hack Packs,"" a £6 pack of Allen keys which it claims ""gain access to around a third of bus stop advertising space on the planet."""
0.323386772990184	World Bank country Director for Belarus, Moldova and Ukraine Fan said that reform of the banking sector will help to revive lending in the real economy and will stimulate recovery of economic growth.	Qimiao Fan, Director of the World Bank for Belarus, Moldova, and Ukraine, stated that reform of the banking sector will help to restore credit in the real economy and will stimulate a return to economic growth.
0.445464160167273	"Daniele de Rossi: ""Barcelona"" possesses not only a unique style, but also bright personalities."	Daniele De Rossi: Barcelona not only has a unique style, but also remarkable individuals.
-0.156800350386802	The new leader of the labour party Jeremy Corbyn will soon speak at the session of questions to the Prime Minister, the first time meryayas forces with David Cameron.	New Labour leader Jeremy Corbyn is to make his debut at Prime Minister's Questions later, taking on David Cameron for the first time.
0.57056455797529	It is reported also about three children who managed to be saved.	There are also reports about three children who were successfully rescued.
1.09239864045154	"Jordi Alba: ""Cristiano Ronaldo cannot compare with Messi""."	"Jordi Alba: ""Cristiano Ronaldo can't compare to Messi""."
-0.452337532706078	On one of the streets of the Old City the house was kept, in which lived referred to the Caucasus literature writer Alexander Bestuzov-Marlinsky.	On one of the streets of the Old City, a house where exiled Decembrist writer, Alexander Bestuzhev-Marlinsky, lived, has been preserved.
0.745306216484406	Luke Shaw from Manchester United went out for several months because of the double fracture	Manchester United's Luke Shaw out for months with double fracture
-0.015263184514164	The content and breeding of pigeons is a popular hobby of Derbent residents.	Keeping and breeding doves is a traditional pastime for residents of Derbent.
-0.940377455167716	For example, from a computer game in a genre of the role fighter.	For example, from a roller derby video game.
-0.994704547642324	Well, and it went after the fungi.	And well, he went out to collect mushrooms.
-0.364784726673716	Evgeny refuses comments.	Yevgeny declined to comment.
0.59454920491496	They clearly believe that I am the fraudster.	They obviously believe I'm a cheat.
0.83825028442319	This is done in order to prevent price hikes at 200-300%, as it happens, for example, during the St. Petersburg Economic Forum.	This is done to ensure that there isn't a 200-300% spike in prices, as happens, for example, during the Saint Petersburg Economic Forum.
-0.815668003250012	Purifying improper procedures to supplement and warm compresses with otvarami herbs (sage, chamomile), razjijangimi thick secret sebaceous glands, and then massage edges, which should be carried out circular movements of his fingers;	It is useful to compliment these cleaning procedures with warm compresses that contain an infusion of medicinal herbs (sage, camomile), which thin out the thick secretions from the sebaceous glands, followed by a massage of the edges of the lids using the fingertips in circular movements;
-0.59855479105408	A judicial review action by 100 will start on September 16. world judges station number	Adjudication of the claim by judicial magisterial precinct No. 100 will begin on September 16.
-0.143650983662829	The consular district includes five subjects of the Russian Federation, but you can call a Tyumen district headquarters.	The expanded consular district contains five federal subjects of the Russian Federation, but Tyumen can be called the original headquarters of the district.
-0.960717287206802	Nowadays the ancient sources in which local residents and now gaining water.	Ancient springs, from which local residents still collect water, survive to the present day.
-0.547406740981546	Extant of ancient sources, in which even today the local people gather water.	Ancient springs, from which local residents still collect water, survive to the present day.
-0.917188038657796	"He gives the dead to Amura himself to bury his dead, and he is preaching against ""United Russia"" as a whole and in nothing else."	He lets the dead in Amur bury their own dead, but then he preaches against United Russia in general, and against Rodina, which is guilty of nothing at all.
-0.0876939177630786	Print the globalization Processes should help reduce inequality in the world.	Printing the Processes of Globalisation should have helped to reduce inequality in the world.
0.0160674076347895	According to him, separate errors solved the fate of game.	According to him, the fate of the game was decided by a few mistakes.
0.61309786159531	The average Dow Jones industrial average fell by as much as 16% relative to record highs in May, as investors feared that the slowdown in the Chinese economy could drag world growth.	The Dow Jones industrial average dropped as much as 16% below its record high in May as investors feared a slowing Chinese economy would drag down global growth.
-0.728679098788625	Shaw The Bachelor leaves along the media into 19.30 on the channel of Ten.	The Bachelor airs Wednesday, 7.30pm on Ten.
0.795235510423276	The Bachelor show goes on Wednesdays at 7:30pm on Channel Ten.	The Bachelor airs Wednesday, 7.30pm on Ten.
-0.0328959041594569	In the run-up to the world championship, the authorities urgently have to invent, how to settle all the guests of the city.	In the lead up to the world championship, the authorities need to urgently figure out how to accommodate all the city's guests.
0.518292535779228	In the run-up to the world championship the authorities urgently should think out how to settle all city visitors.	In the lead up to the world championship, the authorities need to urgently figure out how to accommodate all the city's guests.
-0.173623064451303	"Rector of the University, William La forge reported that he was not aware of any conflict between Lamba and Schmidt, but ""Mr. Lamba was clearly something on your mind""."	"University President William LaForge said he didn't know of any conflict between Lamb and Schmidt but ""obviously there was something in Mr. Lamb's mind."""
-0.606456220042949	So until then, until immigration gets all the attention, it seems that Donald trump will remain in the same position.	So as long as immigration remains in the spotlight, it seems Donald Trump will remain too.
0.226350729469346	Kiev formalized the refusal of Ukraine on cooperation with Russia on the completion of Khmelnitsky nuclear power plant.	Kiev has officially filed a renouncement of Ukraine's cooperation with Russia to complete the Khmelnitsky nuclear power plant.
1.05193627968208	Thank you.	Thank you.
0.970693125378644	Sayansk - the youngest city in the Irkutsk region.	Sayansk is the youngest city in Irkutsk region.
0.193840709023366	Last year, the children's garden № 23 was opened, which is attended by 200 children.	Last year, following renovations, childcare facility No.23 was opened and is now attended by 200 children.
0.572611166052313	Such decisions are never accepted easily.	Such decisions are never taken lightly.
0.309976363434741	Such decisions should never be taken lightly.	Such decisions are never taken lightly.
-0.28467444803322	Check the owner of the milk.	Double check with the milk owner.
-1.08039826777898	Another long-legged certainly appreciate the fact that heads in front of the central tunnel are now soft and not upbeat according to the ankle twist.	Moreover, those with long legs will certainly appreciate the fact that the rests at the front part of the centre console are now soft and don't hit your ankles in the curves.
0.256847428809767	The second of half-hour (17:30 to 18:00) number jumped to 623 000 spectators - it is sufficient for the minor victory above Hot Seat Eddie Poppy-Gvayra (613 000).	The second half-hour (5.30pm to 6pm) jumped to 623,000 viewers - enough for a small win over Eddie McGuire's Hot Seat (613,000).
0.109827534429028	Given that Duda was rating-favorite of the championship, and generally considered one of the most promising young players, the probability that he will miss the gap produced, seemed rather insignificant.	Given that Duda was rated as a favourite to win the championship, and generally is considered one of the most promising young chess players, the probability that he would throw away his lead seemed rather insignificant.
-0.587426047201123	As an older man has been able to stay alive after five spent in the woods of the day, the doctors absolutely do not represent.	Doctors can't fathom how the elderly man could still be alive after spending five days in the woods.
-0.762176403774701	As an elderly man was able to stay alive after five days spent in the woods, the doctors are not entirely.	Doctors can't fathom how the elderly man could still be alive after spending five days in the woods.
0.108588861203992	Competitor - Sunrise - with leading David Koch and Samantha Armitage, stuck in London as part of the weeklong series of international broadcasting, which also includes Dubai, New York, Niagara Falls and Cancún.	Rival Sunrise, hosted by David Koch and Samantha Armytage, was stuck in London as part of a week-long series of international telecasts which also include Dubai, New York, Niagara Falls and Cancun.
0.411456107245875	"""China should concentrate on attracting foreign investors and experts and develop a policy of openness,"" he said, addressing the participants of the 16th meeting of the Committee's central leading group for comprehensively deepening reform."	"""China should be committed to attracting foreign investment and expertise, and improve opening-up policies,"" he said, addressing the 16th Meeting of the Central Leading Group for Deepening Overall Reform."
0.136862344587266	"""China must focus on attracting foreign investors and experts and to develop a policy of openness"", - he said, referring to the participants of the 16th meeting of the central leading group on the comprehensive deepening the reform of the Committee."	"""China should be committed to attracting foreign investment and expertise, and improve opening-up policies,"" he said, addressing the 16th Meeting of the Central Leading Group for Deepening Overall Reform."
